"num","state","startdate","enddate","pollster","grade","spread","lower","upper","actual_spread","error","hit"
"189","North Dakota",2016-11-01,2016-11-07,"SurveyMonkey","C-",-0.28,-0.386352365822955,-0.173647634177045,-0.358,0.078,TRUE
"190","District of Columbia",2016-11-01,2016-11-07,"SurveyMonkey","C-",0.78,0.71033917947137,0.84966082052863,0.868,-0.088,TRUE
"191","Florida",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0483,-0.101581204523045,0.00498120452304553,-0.012,-0.0362999999999999,TRUE
"192","New York",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0654,0.0113228925282503,0.11947710747175,0.225,-0.1596,TRUE
"193","Illinois",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0672,0.012021429093031,0.122378570906969,0.17,-0.1028,TRUE
"194","California",2016-10-31,2016-11-06,"Ipsos","A-",0.2711,0.201082981230979,0.341117018769021,0.301,-0.0298999999999999,TRUE
"195","Texas",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1019,-0.159270751484944,-0.0445292485150563,-0.09,-0.0119,TRUE
"196","Pennsylvania",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.00399999999999995,-0.0531289688351188,0.0611289688351187,-0.00700000000000001,0.011,FALSE
"197","Ohio",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0315,-0.0913881132260404,0.0283881132260404,-0.082,0.0505,TRUE
"198","New Jersey",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.068,0.00653166955790028,0.1294683304421,0.141,-0.0730000000000001,TRUE
"199","Texas",2016-10-31,2016-11-06,"Ipsos","A-",-0.0945,-0.1712686568631,-0.0177313431368998,-0.09,-0.00450000000000006,TRUE
"200","Wisconsin",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1212,0.0568480721757367,0.185551927824263,-0.00700000000000001,0.1282,FALSE
"201","Georgia",2016-11-03,2016-11-03,"Landmark Communications","B",-0.02,-0.081967106089972,0.041967106089972,-0.051,0.0310000000000001,TRUE
"202","Kansas",2016-11-01,2016-11-03,"Fort Hays State University","C-",-0.24,-0.34754582636607,-0.13245417363393,-0.206,-0.0339999999999999,TRUE
"203","Michigan",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0113,-0.0570988473595756,0.0796988473595757,-0.002,0.0133,FALSE
"204","New Jersey",2016-10-31,2016-11-06,"Ipsos","A-",0.0992,0.0161145760547104,0.18228542394529,0.141,-0.0418000000000001,TRUE
"205","North Carolina",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0562,-0.125646587157899,0.0132465871578994,-0.036,-0.0202,TRUE
"206","Indiana",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0252000000000001,-0.0956270779485993,0.0452270779485992,-0.191,0.1658,TRUE
"207","Ohio",2016-10-31,2016-11-06,"Ipsos","A-",0.0104,-0.0730170955320754,0.0938170955320753,-0.082,0.0924,FALSE
"208","New York",2016-10-31,2016-11-06,"Ipsos","A-",0.1849,0.102916803284506,0.266883196715494,0.225,-0.0401,TRUE
"209","Virginia",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0761,0.00544284076204345,0.146757159237957,0.054,0.0221,TRUE
"210","Virginia",2016-10-31,2016-11-06,"Ipsos","A-",0.0478999999999999,-0.0368185795075985,0.132618579507598,0.054,-0.00610000000000005,TRUE
"211","Missouri",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0186,-0.0545835337280648,0.0917835337280648,-0.187,0.2056,FALSE
"212","Minnesota",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0397000000000001,-0.0345870607153671,0.113987060715367,0.015,0.0247000000000001,TRUE
"213","Arizona",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0498000000000001,-0.0244000620522911,0.124000062052291,-0.036,0.0858000000000001,FALSE
"214","Washington",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1224,0.0479134190420556,0.196886580957944,0.162,-0.0395999999999999,TRUE
"215","Pennsylvania",2016-10-31,2016-11-06,"Ipsos","A-",0.0301000000000001,-0.0576882906604537,0.117888290660454,-0.00700000000000001,0.0371000000000001,FALSE
"216","Colorado",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1716,0.0967794832998073,0.246420516700193,0.049,0.1226,TRUE
"217","Illinois",2016-10-31,2016-11-06,"Ipsos","A-",0.1222,0.03359515048024,0.21080484951976,0.17,-0.0478,TRUE
"218","Georgia",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0374,-0.116442370422926,0.0416423704229261,-0.051,0.0136,TRUE
"219","Minnesota",2016-10-24,2016-11-06,"Ipsos","A-",0.079,0.00218668854700835,0.155813311452992,0.015,0.0640000000000001,TRUE
"220","Massachusetts",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.2195,0.138840172430521,0.300159827569479,0.272,-0.0525,TRUE
"221","Wisconsin",2016-10-24,2016-11-06,"Ipsos","A-",0.0593,-0.0189605941113738,0.137560594111374,-0.00700000000000001,0.0663,FALSE
"222","Arizona",2016-10-24,2016-11-06,"Ipsos","A-",-0.0472,-0.127596369095262,0.0331963690952618,-0.036,-0.0112,TRUE
"223","Georgia",2016-10-31,2016-11-06,"Ipsos","A-",-0.0541,-0.150054411258219,0.0418544112582187,-0.051,-0.00309999999999994,TRUE
"224","Maryland",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1354,0.0483807210865758,0.222419278913424,0.264,-0.1286,TRUE
"225","Washington",2016-10-24,2016-11-06,"Ipsos","A-",0.0824,5.06272191228008e-06,0.164794937278088,0.162,-0.0795999999999999,TRUE
"226","Oregon",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1859,0.099947375052113,0.271852624947887,0.11,0.0759,TRUE
"227","Tennessee",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1012,-0.188930226334436,-0.0134697736655642,-0.26,0.1588,TRUE
"228","Tennessee",2016-10-24,2016-11-06,"Ipsos","A-",-0.1343,-0.218034537906744,-0.0505654620932564,-0.26,0.1257,TRUE
"229","Alabama",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.4044,-0.485795421534546,-0.323004578465454,-0.277,-0.1274,TRUE
"230","Colorado",2016-10-24,2016-11-06,"Ipsos","A-",0.0538,-0.0307349431925598,0.13833494319256,0.049,0.00479999999999997,TRUE
"231","Kentucky",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1199,-0.20946384393498,-0.0303361560650203,-0.298,0.1781,TRUE
"232","Wyoming",2016-11-01,2016-11-07,"SurveyMonkey","C-",-0.39,-0.513660388602141,-0.266339611397859,-0.463,0.0730000000000001,TRUE
"233","North Carolina",2016-10-31,2016-11-06,"Ipsos","A-",-0.00899999999999995,-0.110752138762129,0.0927521387621288,-0.036,0.027,TRUE
"234","Massachusetts",2016-10-31,2016-11-06,"Ipsos","A-",0.1735,0.0724666775855286,0.274533322414471,0.272,-0.0985,TRUE
"235","Iowa",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0185,-0.074710025112521,0.111710025112521,-0.094,0.1125,FALSE
"236","Missouri",2016-10-28,2016-10-31,"Emerson College","B",-0.15,-0.226006335740248,-0.0739936642597524,-0.187,0.0369999999999999,TRUE
"237","South Carolina",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1361,-0.228668189512725,-0.0435318104872751,-0.142,0.00589999999999985,TRUE
"238","Maryland",2016-10-24,2016-11-06,"Ipsos","A-",0.2209,0.132913966289112,0.308886033710888,0.264,-0.0431000000000001,TRUE
"239","Connecticut",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.0933,-0.00237597741531614,0.188975977415316,0.137,-0.0437000000000001,TRUE
"240","Oregon",2016-10-24,2016-11-06,"Ipsos","A-",0.0968,0.00633568481601295,0.187264315183987,0.11,-0.0132,TRUE
"241","Michigan",2016-10-31,2016-11-06,"Ipsos","A-",0.0142,-0.0917720285964487,0.120172028596449,-0.002,0.0162,FALSE
"242","Kansas",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1028,-0.0006729725684059,0.206272972568406,-0.206,0.3088,FALSE
"243","Indiana",2016-10-31,2016-11-06,"Ipsos","A-",-0.1589,-0.270066408432475,-0.0477335915675252,-0.191,0.0321000000000001,TRUE
"244","Missouri",2016-10-24,2016-11-06,"Ipsos","A-",-0.0828,-0.180339842791562,0.014739842791562,-0.187,0.1042,TRUE
"245","Kentucky",2016-10-24,2016-11-06,"Ipsos","A-",-0.2065,-0.303483273972516,-0.109516726027484,-0.298,0.0915,TRUE
"246","Louisiana",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.3178,-0.421685207362711,-0.213914792637289,-0.197,-0.1208,TRUE
"247","Florida",2016-10-31,2016-10-31,"Gravis Marketing","B-",0.03,-0.0266720102245512,0.0866720102245511,-0.012,0.042,FALSE
"248","Connecticut",2016-10-24,2016-11-06,"Ipsos","A-",0.1006,-0.0034844205154025,0.204684420515402,0.137,-0.0364000000000001,TRUE
"249","Pennsylvania",2016-11-01,2016-11-02,"Gravis Marketing","B-",0.02,-0.0414772398602323,0.0814772398602322,-0.00700000000000001,0.027,FALSE
"250","Arizona",2016-11-01,2016-11-02,"Data Orbital",NA,-0.08,-0.163305281773418,0.0033052817734177,-0.036,-0.0439999999999999,TRUE
"251","Mississippi",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.2728,-0.383337239606538,-0.162262760393462,-0.178,-0.0948000000000001,TRUE
"252","Alabama",2016-10-24,2016-11-06,"Ipsos","A-",-0.1609,-0.267710865768547,-0.0540891342314524,-0.277,0.1161,TRUE
"253","Colorado",2016-11-01,2016-11-02,"Gravis Marketing","B-",0,-0.0584348360384388,0.0584348360384388,0.049,-0.049,FALSE
"254","Louisiana",2016-10-17,2016-11-06,"Ipsos","A-",-0.1544,-0.244589976656201,-0.0642100233437994,-0.197,0.0425999999999999,TRUE
"255","Texas",2016-10-04,2016-11-06,"YouGov","B",-0.079,-0.104493041758604,-0.0535069582413962,-0.09,0.011,TRUE
"256","Pennsylvania",2016-10-31,2016-10-31,"Gravis Marketing","B-",0.00999999999999995,-0.0283918614405491,0.048391861440549,-0.00700000000000001,0.017,FALSE
"257","Nebraska",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1102,-0.229641179897588,0.00924117989758823,-0.256,0.1458,TRUE
"258","California",2016-10-04,2016-11-06,"YouGov","B",0.214,0.193527825679782,0.234472174320218,0.301,-0.087,TRUE
"259","Oklahoma",2016-10-17,2016-11-06,"Ipsos","A-",-0.3093,-0.398974823292255,-0.219625176707745,-0.364,0.0547,TRUE
"260","New Mexico",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1259,0.00554661569281321,0.246253384307187,0.083,0.0429,TRUE
"261","Nevada",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0197,-0.14146260194095,0.10206260194095,0.024,-0.0437,FALSE
"262","Iowa",2016-10-17,2016-11-06,"Ipsos","A-",0.002,-0.0940949482240347,0.0980949482240347,-0.094,0.096,FALSE
"263","Illinois",2016-10-04,2016-11-06,"YouGov","B",0.152,0.11900952047926,0.18499047952074,0.17,-0.018,TRUE
"264","New York",2016-10-04,2016-11-06,"YouGov","B",0.213,0.18495643964877,0.24104356035123,0.225,-0.012,TRUE
"265","Oklahoma",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.166,-0.288731078651908,-0.0432689213480922,-0.364,0.198,TRUE
"266","Pennsylvania",2016-10-04,2016-11-06,"YouGov","B",0.015,-0.0172005832673732,0.0472005832673732,-0.00700000000000001,0.022,FALSE
"267","Florida",2016-10-04,2016-11-06,"YouGov","B",0.011,-0.0157420217951486,0.0377420217951486,-0.012,0.023,FALSE
"268","Ohio",2016-10-04,2016-11-06,"YouGov","B",0.0170000000000001,-0.0163396702861425,0.0503396702861426,-0.082,0.0990000000000001,FALSE
"269","Virginia",2016-10-04,2016-11-06,"YouGov","B",0.091,0.0516472710412093,0.130352728958791,0.054,0.037,TRUE
"270","New Jersey",2016-10-04,2016-11-06,"YouGov","B",0.12,0.0800898051996571,0.159910194800343,0.141,-0.0210000000000001,TRUE
"271","North Carolina",2016-10-04,2016-11-06,"YouGov","B",0.022,-0.0142868447379673,0.0582868447379674,-0.036,0.058,FALSE
"272","Massachusetts",2016-10-04,2016-11-06,"YouGov","B",0.227,0.183917591973445,0.270082408026555,0.272,-0.045,TRUE
"273","Michigan",2016-10-04,2016-11-06,"YouGov","B",0.06,0.0243636409094569,0.0956363590905431,-0.002,0.062,FALSE
"274","Kansas",2016-10-17,2016-11-06,"Ipsos","A-",-0.1623,-0.264088301303257,-0.0605116986967428,-0.206,0.0437000000000001,TRUE
"275","Indiana",2016-10-04,2016-11-06,"YouGov","B",-0.072,-0.118837682302273,-0.0251623176977264,-0.191,0.119,TRUE
"276","Minnesota",2016-10-04,2016-11-06,"YouGov","B",0.064,0.0170557971330465,0.110944202866954,0.015,0.049,TRUE
"277","Tennessee",2016-10-04,2016-11-06,"YouGov","B",-0.144,-0.190644505035044,-0.0973554949649558,-0.26,0.116,TRUE
"278","Georgia",2016-10-04,2016-11-06,"YouGov","B",-0.0489999999999999,-0.0869350368581484,-0.0110649631418515,-0.051,0.00200000000000011,TRUE
"279","Maryland",2016-10-04,2016-11-06,"YouGov","B",0.258,0.211410790384089,0.304589209615911,0.264,-0.00599999999999995,TRUE
"280","Washington",2016-10-04,2016-11-06,"YouGov","B",0.157,0.113554149617282,0.200445850382718,0.162,-0.00499999999999995,TRUE
"281","Missouri",2016-10-04,2016-11-06,"YouGov","B",-0.075,-0.120888572528018,-0.0291114274719821,-0.187,0.112,TRUE
"282","Wisconsin",2016-10-04,2016-11-06,"YouGov","B",0.045,-0.00122710567511471,0.0912271056751148,-0.00700000000000001,0.052,FALSE
"283","South Carolina",2016-10-24,2016-11-06,"Ipsos","A-",-0.0582,-0.181702131176965,0.0653021311769649,-0.142,0.0837999999999999,TRUE
"284","Alabama",2016-10-04,2016-11-06,"YouGov","B",-0.21,-0.261435100028236,-0.158564899971764,-0.277,0.067,TRUE
"285","Louisiana",2016-10-04,2016-11-06,"YouGov","B",-0.114,-0.166897835263295,-0.0611021647367048,-0.197,0.083,TRUE
"286","Arizona",2016-10-04,2016-11-06,"YouGov","B",-0.085,-0.134333168421647,-0.0356668315783532,-0.036,-0.049,TRUE
"287","Colorado",2016-10-04,2016-11-06,"YouGov","B",0.052,0.00238016300230326,0.101619836997697,0.049,0.003,TRUE
"288","Arkansas",2016-10-17,2016-11-06,"Ipsos","A-",-0.1521,-0.258575944226415,-0.0456240557735854,-0.269,0.1169,TRUE
"289","Nevada",2016-10-17,2016-11-06,"Ipsos","A-",0.0324,-0.0739947429624081,0.138794742962408,0.024,0.00840000000000007,TRUE
"290","Arkansas",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.1604,-0.294863060917538,-0.0259369390824622,-0.269,0.1086,TRUE
"291","Kentucky",2016-10-04,2016-11-06,"YouGov","B",-0.2,-0.254778201105994,-0.145221798894006,-0.298,0.098,TRUE
"292","South Carolina",2016-10-04,2016-11-06,"YouGov","B",-0.11,-0.164071353082414,-0.0559286469175857,-0.142,0.0319999999999999,TRUE
"293","Maine",2016-10-23,2016-11-06,"Ipsos","A-",0.0725,-0.0523879849577514,0.197387984957751,0.03,0.0425,TRUE
"294","Idaho",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.0412,-0.181078558385799,0.0986785583857992,-0.318,0.2768,TRUE
"295","Montana",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.00340000000000007,-0.14448047924497,0.13768047924497,-0.206,0.2026,TRUE
"296","Oregon",2016-10-04,2016-11-06,"YouGov","B",0.078,0.0194036535162036,0.136596346483796,0.11,-0.032,TRUE
"297","Iowa",2016-10-04,2016-11-06,"YouGov","B",0.031,-0.0318356598020969,0.0938356598020968,-0.094,0.125,FALSE
"298","Connecticut",2016-10-04,2016-11-06,"YouGov","B",0.108,0.0449480223974605,0.17105197760254,0.137,-0.029,TRUE
"299","Oklahoma",2016-10-04,2016-11-06,"YouGov","B",-0.266,-0.32733097482083,-0.20466902517917,-0.364,0.098,TRUE
"300","Mississippi",2016-10-04,2016-11-06,"YouGov","B",-0.06,-0.126675053789549,0.00667505378954925,-0.178,0.118,TRUE
"301","Kansas",2016-10-04,2016-11-06,"YouGov","B",-0.159,-0.228463545473898,-0.0895364545261018,-0.206,0.0470000000000001,TRUE
"302","Nebraska",2016-10-23,2016-11-06,"Ipsos","A-",-0.2165,-0.346695739435145,-0.0863042605648553,-0.256,0.0395,TRUE
"303","Arkansas",2016-10-04,2016-11-06,"YouGov","B",-0.175,-0.24613037387346,-0.10386962612654,-0.269,0.094,TRUE
"304","Delaware",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.1,0.000352524337182747,0.199647475662817,0.115,-0.0150000000000001,TRUE
"305","Idaho",2016-10-23,2016-11-06,"Ipsos","A-",-0.232,-0.365154891305871,-0.0988451086941285,-0.318,0.086,TRUE
"306","Hawaii",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.23,0.137585267709538,0.322414732290463,0.322,-0.092,TRUE
"307","District of Columbia",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.81,0.745239692530003,0.874760307469997,0.868,-0.0579999999999999,TRUE
"308","Vermont",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.33,0.242490026709377,0.417509973290623,0.264,0.0659999999999999,TRUE
"309","Nevada",2016-10-04,2016-11-06,"YouGov","B",0.016,-0.0605139414926315,0.0925139414926316,0.024,-0.00799999999999995,TRUE
"310","New Hampshire",2016-10-23,2016-11-06,"Ipsos","A-",0.0261,-0.113849735519923,0.166049735519923,0.00299999999999995,0.0231000000000001,TRUE
"311","Rhode Island",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.13,0.0323439067851842,0.227656093214816,0.155,-0.025,TRUE
"312","South Dakota",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.22,-0.311670727773437,-0.128329272226563,-0.298,0.078,TRUE
"313","Mississippi",2016-10-23,2016-11-06,"Ipsos","A-",-0.1716,-0.313947192536628,-0.0292528074633718,-0.178,0.00639999999999991,TRUE
"314","Delaware",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1153,-0.0441956421823847,0.274795642182385,0.115,0.000299999999999911,TRUE
"315","West Virginia",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.3,-0.388831485363834,-0.211168514636166,-0.421,0.121,TRUE
"316","Alaska",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.16,-0.258988569265582,-0.0610114307344176,-0.147,-0.013,TRUE
"317","West Virginia",2016-10-23,2016-11-06,"Ipsos","A-",-0.2382,-0.380082137445852,-0.0963178625541483,-0.421,0.1828,TRUE
"318","Montana",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.22,-0.314424214207551,-0.125575785792449,-0.206,-0.0140000000000001,TRUE
"319","Nebraska",2016-10-04,2016-11-06,"YouGov","B",-0.126,-0.212436613669908,-0.0395633863300921,-0.256,0.13,TRUE
"320","New Mexico",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.04,-0.0306675064432187,0.110667506443219,0.083,-0.0429999999999999,TRUE
"321","North Dakota",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.28,-0.390872305947974,-0.169127694052026,-0.358,0.078,TRUE
"322","West Virginia",2016-10-04,2016-11-06,"YouGov","B",-0.283,-0.369526671517549,-0.196473328482451,-0.421,0.138,TRUE
"323","New Hampshire",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.11,0.0348515638631444,0.185148436136856,0.00299999999999995,0.107,TRUE
"324","West Virginia",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.2626,-0.424174293861062,-0.101025706138938,-0.421,0.1584,TRUE
"325","Idaho",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.18,-0.261689911070723,-0.0983100889292771,-0.318,0.138,TRUE
"326","New Hampshire",2016-11-02,2016-11-05,"University of New Hampshire","B+",0.06,-0.017034468968175,0.137034468968175,0.00299999999999995,0.0570000000000001,TRUE
"327","New Mexico",2016-10-04,2016-11-06,"YouGov","B",0.071,-0.0157398820573832,0.157739882057383,0.083,-0.012,TRUE
"328","Mississippi",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.09,-0.165077307339087,-0.014922692660913,-0.178,0.0879999999999999,TRUE
"329","Maine",2016-10-04,2016-11-06,"YouGov","B",0.047,-0.0466541795675919,0.140654179567592,0.03,0.017,TRUE
"330","North Dakota",2016-10-28,2016-11-02,"Ipsos","A-",-0.2356,-0.389593242849139,-0.0816067571508608,-0.358,0.1224,TRUE
"331","Idaho",2016-10-04,2016-11-06,"YouGov","B",-0.195,-0.289250425282621,-0.100749574717379,-0.318,0.123,TRUE
"332","South Dakota",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.00860000000000011,-0.181158825076048,0.163958825076047,-0.298,0.2894,TRUE
"333","New Hampshire",2016-10-04,2016-11-06,"YouGov","B",0.086,-0.00816768061648857,0.180167680616489,0.00299999999999995,0.0830000000000001,TRUE
"334","Wyoming",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.36,-0.488656534036011,-0.231343465963989,-0.463,0.103,TRUE
"335","New Mexico",2016-10-23,2016-11-06,"Ipsos","A-",0.026,-0.129873650441943,0.181873650441943,0.083,-0.057,TRUE
"336","North Dakota",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.249,-0.420857845667987,-0.0771421543320132,-0.358,0.109,TRUE
"337","Maine",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.08,0.00474697986835178,0.155253020131648,0.03,0.05,TRUE
"338","Wyoming",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.2205,-0.40033980414407,-0.0406601958559296,-0.463,0.2425,TRUE
"339","Delaware",2016-10-23,2016-11-06,"Ipsos","A-",0.1561,-0.0086979260392557,0.320897926039256,0.115,0.0410999999999999,TRUE
"340","Florida",2016-10-27,2016-10-31,"Trafalgar Group","C",-0.0386,-0.096353111722751,0.019153111722751,-0.012,-0.0266,TRUE
"341","Florida",2016-11-01,2016-11-02,"Opinion Savvy/InsiderAdvantage","C-",0.043,-0.0367420797060449,0.122742079706045,-0.012,0.055,FALSE
"342","Arkansas",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.21,-0.277834851116087,-0.142165148883913,-0.269,0.0589999999999999,TRUE
"343","Montana",2016-10-04,2016-11-06,"YouGov","B",-0.124,-0.234997733783644,-0.0130022662163562,-0.206,0.082,TRUE
"344","New Hampshire",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1476,-0.0380743158510562,0.333274315851056,0.00299999999999995,0.1446,TRUE
"345","Maine",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.3075,0.128040294420543,0.486959705579457,0.03,0.2775,TRUE
"346","Nebraska",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.18,-0.245251259505196,-0.114748740494804,-0.256,0.076,TRUE
"347","Louisiana",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.14,-0.206959175798255,-0.0730408242017454,-0.197,0.0569999999999999,TRUE
"348","Hawaii",2016-10-04,2016-11-06,"YouGov","B",0.224,0.111637669272749,0.336362330727251,0.322,-0.098,TRUE
"349","Rhode Island",2016-10-04,2016-11-06,"YouGov","B",0.178,0.0641545451333462,0.291845454866654,0.155,0.023,TRUE
"350","Nevada",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.01,-0.0484579012892389,0.0684579012892389,0.024,-0.014,TRUE
"351","Delaware",2016-10-04,2016-11-06,"YouGov","B",0.191,0.0716859579890695,0.31031404201093,0.115,0.076,TRUE
"352","Alabama",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.18,-0.241870896070279,-0.118129103929721,-0.277,0.097,TRUE
"353","Minnesota",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.09,0.0340682520350397,0.14593174796496,0.015,0.0750000000000001,TRUE
"354","Alaska",2016-11-01,2016-11-07,"Google Consumer Surveys","B",-0.2418,-0.434898963086542,-0.0487010369134578,-0.147,-0.0947999999999999,TRUE
"355","Vermont",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.3326,0.142960284985544,0.522239715014456,0.264,0.0685999999999999,TRUE
"356","New Hampshire",2016-11-01,2016-11-04,"University of New Hampshire","B+",0.07,-0.0106292817507008,0.150629281750701,0.00299999999999995,0.067,TRUE
"357","South Dakota",2016-10-04,2016-11-06,"YouGov","B",-0.183,-0.305852482863486,-0.0601475171365138,-0.298,0.115,TRUE
"358","Maryland",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.31,0.252657539364876,0.367342460635124,0.264,0.046,TRUE
"359","Montana",2016-10-23,2016-11-06,"Ipsos","A-",-0.1891,-0.368570061076011,-0.00962993892398947,-0.206,0.0169,TRUE
"360","Oklahoma",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.24,-0.296955232943929,-0.183044767056071,-0.364,0.124,TRUE
"361","Vermont",2016-10-28,2016-11-02,"Ipsos","A-",0.2487,0.0643127408790927,0.433087259120907,0.264,-0.0153,TRUE
"362","Kentucky",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.18,-0.236728987031442,-0.123271012968558,-0.298,0.118,TRUE
"363","Utah",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.03,-0.0818428020643098,0.0218428020643097,-0.18,0.15,TRUE
"364","Kansas",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.12,-0.177654946886679,-0.0623450531133206,-0.206,0.0860000000000001,TRUE
"365","Massachusetts",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.27,0.21577003676755,0.32422996323245,0.272,-0.00199999999999995,TRUE
"366","New Jersey",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.16,0.10428872795172,0.21571127204828,0.141,0.019,TRUE
"367","District of Columbia",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.43,0.239188602652954,0.620811397347046,0.868,-0.438,TRUE
"368","Tennessee",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.09,-0.144539037750551,-0.0354609622494488,-0.26,0.17,TRUE
"369","Washington",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.17,0.116266044508738,0.223733955491262,0.162,0.00800000000000006,TRUE
"370","Connecticut",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.14,0.0833368470989969,0.196663152901003,0.137,0.00299999999999995,TRUE
"371","Hawaii",2016-10-23,2016-11-06,"Ipsos","A-",0.1856,-0.00509354086381986,0.37629354086382,0.322,-0.1364,TRUE
"372","Missouri",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.08,-0.138403495282074,-0.0215965047179258,-0.187,0.107,TRUE
"373","North Dakota",2016-10-04,2016-11-06,"YouGov","B",-0.125,-0.262160907551322,0.0121609075513223,-0.358,0.233,TRUE
"374","Rhode Island",2016-11-01,2016-11-07,"Google Consumer Surveys","B",0.1759,-0.0384782561412779,0.390278256141278,0.155,0.0208999999999999,TRUE
"375","Oregon",2016-10-30,2016-11-06,"SurveyMonkey","C-",0.16,0.109760402291225,0.210239597708775,0.11,0.05,TRUE
"376","South Carolina",2016-10-30,2016-11-06,"SurveyMonkey","C-",-0.02,-0.0683587023279575,0.0283587023279574,-0.142,0.122,TRUE
"377","Alaska",2016-10-04,2016-11-06,"YouGov","B",-0.003,-0.141244578268806,0.135244578268806,-0.147,0.144,TRUE
"378","Vermont",2016-10-04,2016-11-06,"YouGov","B",0.16,0.0200090228247049,0.299990977175295,0.264,-0.104,TRUE
"379","District of Columbia",2016-10-04,2016-11-06,"YouGov","B",0.73,0.632820150043274,0.827179849956726,0.868,-0.138,TRUE
